"","naics","state","emp","OCC_CODE.x","OCC_Title","TOT_EMP","nonrat","Definition"
"1","62","Alabama",474050,41,"All Occupations",1943760,0.243882989669507,"Health Care and Social Assistance"
"2","61","Alabama",247940,41,"All Occupations",1943760,0.12755690002881,"Educational Services"
"3","44","Alabama",175790,41,"All Occupations",1943760,0.090438119932502,"Retail Trade"
"4","54","Alabama",167000,41,"All Occupations",1943760,0.0859159567024736,"Professional, Scientific, and Technical Services"
"5","52","Alabama",98150,41,"All Occupations",1943760,0.0504949170679508,"Finance and Insurance"
"6","62","Alaska",61400,25,"All Occupations",315250,0.194766058683584,"Health Care and Social Assistance"
"7","61","Alaska",38190,25,"All Occupations",315250,0.121141950832672,"Educational Services"
"8","44","Alaska",23010,25,"All Occupations",315250,0.0729896907216495,"Retail Trade"
"9","54","Alaska",18180,25,"All Occupations",315250,0.0576685170499604,"Professional, Scientific, and Technical Services"
"10","72","Alaska",14850,25,"All Occupations",315250,0.0471054718477399,"Accommodation and Food Services"
"11","62","Arizona",570670,41,"All Occupations",2789520,0.204576414580286,"Health Care and Social Assistance"
"12","61","Arizona",337180,41,"All Occupations",2789520,0.120873842094697,"Educational Services"
"13","44","Arizona",258620,41,"All Occupations",2789520,0.0927112908313975,"Retail Trade"
"14","52","Arizona",215770,41,"All Occupations",2789520,0.0773502251283375,"Finance and Insurance"
"15","54","Arizona",211070,41,"All Occupations",2789520,0.0756653474432877,"Professional, Scientific, and Technical Services"
"16","62","Arkansas",316210,41,"All Occupations",1210120,0.261304664000264,"Health Care and Social Assistance"
"17","61","Arkansas",166210,41,"All Occupations",1210120,0.137350014874558,"Educational Services"
"18","44","Arkansas",107450,41,"All Occupations",1210120,0.0887928469903811,"Retail Trade"
"19","54","Arkansas",62150,41,"All Occupations",1210120,0.0513585429544177,"Professional, Scientific, and Technical Services"
"20","42","Arkansas",56290,41,"All Occupations",1210120,0.0465160479952401,"Wholesale Trade"
"21","62","California",3728220,41,"All Occupations",17007690,0.219207899485468,"Health Care and Social Assistance"
"22","54","California",2015680,41,"All Occupations",17007690,0.118515800793641,"Professional, Scientific, and Technical Services"
"23","61","California",1824410,41,"All Occupations",17007690,0.10726971152461,"Educational Services"
"24","44","California",1290120,41,"All Occupations",17007690,0.0758550984878017,"Retail Trade"
"25","72","California",934160,41,"All Occupations",17007690,0.0549257424141668,"Accommodation and Food Services"
"26","62","Colorado",555360,41,"All Occupations",2620640,0.211917699493254,"Health Care and Social Assistance"
"27","61","Colorado",365620,41,"All Occupations",2620640,0.139515538189145,"Educational Services"
"28","54","Colorado",339020,41,"All Occupations",2620640,0.129365345869711,"Professional, Scientific, and Technical Services"
"29","44","Colorado",213530,41,"All Occupations",2620640,0.0814800964649856,"Retail Trade"
"30","72","Colorado",158950,41,"All Occupations",2620640,0.060653122901276,"Accommodation and Food Services"
"31","62","Connecticut",458610,41,"All Occupations",1660200,0.276237802674377,"Health Care and Social Assistance"
"32","61","Connecticut",241170,41,"All Occupations",1660200,0.14526563064691,"Educational Services"
"33","54","Connecticut",148640,41,"All Occupations",1660200,0.0895313817612336,"Professional, Scientific, and Technical Services"
"34","52","Connecticut",141640,41,"All Occupations",1660200,0.0853150222864715,"Finance and Insurance"
"35","44","Connecticut",129680,41,"All Occupations",1660200,0.0781110709553066,"Retail Trade"
"36","62","Delaware",107730,41,"All Occupations",448510,0.240195313370939,"Health Care and Social Assistance"
"37","61","Delaware",51320,41,"All Occupations",448510,0.11442331274665,"Educational Services"
"38","52","Delaware",47630,41,"All Occupations",448510,0.106196071436534,"Finance and Insurance"
"39","54","Delaware",40350,41,"All Occupations",448510,0.0899645492854117,"Professional, Scientific, and Technical Services"
"40","44","Delaware",38720,41,"All Occupations",448510,0.0863302936389378,"Retail Trade"
"41","62","Florida",2105680,41,"All Occupations",8608660,0.24460020490994,"Health Care and Social Assistance"
"42","44","Florida",964050,41,"All Occupations",8608660,0.111986069841299,"Retail Trade"
"43","61","Florida",903630,41,"All Occupations",8608660,0.104967555926242,"Educational Services"
"44","54","Florida",879110,41,"All Occupations",8608660,0.102119261301991,"Professional, Scientific, and Technical Services"
"45","72","Florida",587970,41,"All Occupations",8608660,0.0682998283124203,"Accommodation and Food Services"
"46","62","Georgia",909460,41,"All Occupations",4394740,0.20694284531053,"Health Care and Social Assistance"
"47","61","Georgia",529860,41,"All Occupations",4394740,0.120566859472915,"Educational Services"
"48","54","Georgia",415490,41,"All Occupations",4394740,0.0945425667957604,"Professional, Scientific, and Technical Services"
"49","44","Georgia",407500,41,"All Occupations",4394740,0.0927244842698317,"Retail Trade"
"50","52","Georgia",244000,41,"All Occupations",4394740,0.0555209181885618,"Finance and Insurance"
"51","62","Idaho",157180,41,"All Occupations",706140,0.222590421162942,"Health Care and Social Assistance"
"52","61","Idaho",80070,41,"All Occupations",706140,0.113391112244031,"Educational Services"
"53","44","Idaho",64110,41,"All Occupations",706140,0.0907893618829127,"Retail Trade"
"54","54","Idaho",55570,41,"All Occupations",706140,0.0786954428300337,"Professional, Scientific, and Technical Services"
"55","72","Idaho",31150,41,"All Occupations",706140,0.0441130653977965,"Accommodation and Food Services"
"56","62","Illinois",1341930,41,"All Occupations",5991270,0.223980892198148,"Health Care and Social Assistance"
"57","61","Illinois",831660,41,"All Occupations",5991270,0.138811971418414,"Educational Services"
"58","54","Illinois",626220,41,"All Occupations",5991270,0.104522079625856,"Professional, Scientific, and Technical Services"
"59","44","Illinois",464090,41,"All Occupations",5991270,0.0774610391452897,"Retail Trade"
"60","52","Illinois",414890,41,"All Occupations",5991270,0.0692490907603897,"Finance and Insurance"
"61","62","Indiana",746080,41,"All Occupations",3048100,0.244768872412322,"Health Care and Social Assistance"
"62","61","Indiana",367110,41,"All Occupations",3048100,0.120438961976313,"Educational Services"
"63","44","Indiana",253650,41,"All Occupations",3048100,0.0832157737607034,"Retail Trade"
"64","54","Indiana",178000,41,"All Occupations",3048100,0.0583970342180375,"Professional, Scientific, and Technical Services"
"65","52","Indiana",140490,41,"All Occupations",3048100,0.0460910075128769,"Finance and Insurance"
"66","62","Iowa",370070,23,"All Occupations",1541700,0.240040215346695,"Health Care and Social Assistance"
"67","61","Iowa",234560,23,"All Occupations",1541700,0.152143737432704,"Educational Services"
"68","52","Iowa",124920,23,"All Occupations",1541700,0.0810274372446001,"Finance and Insurance"
"69","44","Iowa",120930,23,"All Occupations",1541700,0.0784393850943763,"Retail Trade"
"70","54","Iowa",71860,23,"All Occupations",1541700,0.0466108840889927,"Professional, Scientific, and Technical Services"
"71","62","Kansas",337140,41,"All Occupations",1375380,0.245124983640885,"Health Care and Social Assistance"
"72","61","Kansas",182040,41,"All Occupations",1375380,0.132356148846137,"Educational Services"
"73","44","Kansas",104800,41,"All Occupations",1375380,0.0761971237039945,"Retail Trade"
"74","54","Kansas",98020,41,"All Occupations",1375380,0.0712675769605491,"Professional, Scientific, and Technical Services"
"75","52","Kansas",81010,41,"All Occupations",1375380,0.0589000857944713,"Finance and Insurance"
"76","62","Kentucky",469870,41,"All Occupations",1889870,0.248625566837931,"Health Care and Social Assistance"
"77","61","Kentucky",230910,41,"All Occupations",1889870,0.122183007296798,"Educational Services"
"78","44","Kentucky",161450,41,"All Occupations",1889870,0.0854291565028282,"Retail Trade"
"79","54","Kentucky",103440,41,"All Occupations",1889870,0.0547339234973834,"Professional, Scientific, and Technical Services"
"80","72","Kentucky",95330,41,"All Occupations",1889870,0.0504426230375634,"Accommodation and Food Services"
"81","62","Louisiana",467220,41,"All Occupations",1913770,0.244135920199397,"Health Care and Social Assistance"
"82","61","Louisiana",222290,41,"All Occupations",1913770,0.116152933738119,"Educational Services"
"83","44","Louisiana",171440,41,"All Occupations",1913770,0.0895823427057588,"Retail Trade"
"84","54","Louisiana",101110,41,"All Occupations",1913770,0.0528328900547088,"Professional, Scientific, and Technical Services"
"85","72","Louisiana",79950,41,"All Occupations",1913770,0.0417761800007315,"Accommodation and Food Services"
"86","62","Maine",161670,23,"All Occupations",605550,0.266980431013129,"Health Care and Social Assistance"
"87","61","Maine",67920,23,"All Occupations",605550,0.112162496903641,"Educational Services"
"88","44","Maine",54660,23,"All Occupations",605550,0.0902650483031954,"Retail Trade"
"89","54","Maine",37190,23,"All Occupations",605550,0.0614152423416729,"Professional, Scientific, and Technical Services"
"90","52","Maine",29410,23,"All Occupations",605550,0.0485674180497069,"Finance and Insurance"
"91","62","Maryland",647720,41,"All Occupations",2684010,0.241325479413266,"Health Care and Social Assistance"
"92","54","Maryland",421700,41,"All Occupations",2684010,0.157115659032567,"Professional, Scientific, and Technical Services"
"93","61","Maryland",357000,41,"All Occupations",2684010,0.133009936624677,"Educational Services"
"94","44","Maryland",193700,41,"All Occupations",2684010,0.0721681364823529,"Retail Trade"
"95","52","Maryland",131370,41,"All Occupations",2684010,0.0489454212167615,"Finance and Insurance"
"96","62","Massachusetts",999990,11,"All Occupations",3571360,0.28000257604946,"Health Care and Social Assistance"
"97","54","Massachusetts",634380,11,"All Occupations",3571360,0.177629810492361,"Professional, Scientific, and Technical Services"
"98","61","Massachusetts",607380,11,"All Occupations",3571360,0.170069665337574,"Educational Services"
"99","44","Massachusetts",298220,11,"All Occupations",3571360,0.0835032032615026,"Retail Trade"
"100","52","Massachusetts",219560,11,"All Occupations",3571360,0.0614779803772232,"Finance and Insurance"
"101","62","Michigan",1072300,41,"All Occupations",4317830,0.248342338628431,"Health Care and Social Assistance"
"102","61","Michigan",482660,41,"All Occupations",4317830,0.111783002109856,"Educational Services"
"103","54","Michigan",470910,41,"All Occupations",4317830,0.109061727766031,"Professional, Scientific, and Technical Services"
"104","44","Michigan",371690,41,"All Occupations",4317830,0.0860825924133187,"Retail Trade"
"105","52","Michigan",222790,41,"All Occupations",4317830,0.0515976775370962,"Finance and Insurance"
"106","62","Minnesota",709540,41,"All Occupations",2867700,0.247424765491509,"Health Care and Social Assistance"
"107","61","Minnesota",348710,41,"All Occupations",2867700,0.121599190989295,"Educational Services"
"108","54","Minnesota",245440,41,"All Occupations",2867700,0.0855877532517348,"Professional, Scientific, and Technical Services"
"109","44","Minnesota",236300,41,"All Occupations",2867700,0.0824005300414967,"Retail Trade"
"110","52","Minnesota",186260,41,"All Occupations",2867700,0.0649510060327091,"Finance and Insurance"
"111","62","Mississippi",287110,23,"All Occupations",1123830,0.255474582454642,"Health Care and Social Assistance"
"112","61","Mississippi",157680,23,"All Occupations",1123830,0.140305918154881,"Educational Services"
"113","44","Mississippi",106790,23,"All Occupations",1123830,0.095023268643834,"Retail Trade"
"114","72","Mississippi",55980,23,"All Occupations",1123830,0.0498118042764475,"Accommodation and Food Services"
"115","52","Mississippi",45040,23,"All Occupations",1123830,0.0400772358808717,"Finance and Insurance"
"116","62","Missouri",684480,41,"All Occupations",2804780,0.24404053080812,"Health Care and Social Assistance"
"117","61","Missouri",379070,41,"All Occupations",2804780,0.135151420075728,"Educational Services"
"118","54","Missouri",231020,41,"All Occupations",2804780,0.0823665314213592,"Professional, Scientific, and Technical Services"
"119","44","Missouri",222290,41,"All Occupations",2804780,0.079253987835053,"Retail Trade"
"120","52","Missouri",180160,41,"All Occupations",2804780,0.0642332018910574,"Finance and Insurance"
"121","62","Montana",110500,23,"All Occupations",463280,0.238516663788638,"Health Care and Social Assistance"
"122","61","Montana",56700,23,"All Occupations",463280,0.122388188568468,"Educational Services"
"123","44","Montana",39080,23,"All Occupations",463280,0.0843550336729408,"Retail Trade"
"124","54","Montana",33520,23,"All Occupations",463280,0.0723536522189605,"Professional, Scientific, and Technical Services"
"125","72","Montana",25760,23,"All Occupations",463280,0.0556035227076498,"Accommodation and Food Services"
"126","62","Nebraska",230430,41,"All Occupations",978290,0.23554365270012,"Health Care and Social Assistance"
"127","61","Nebraska",125640,41,"All Occupations",978290,0.128428175694324,"Educational Services"
"128","44","Nebraska",79490,41,"All Occupations",978290,0.081254024880148,"Retail Trade"
"129","52","Nebraska",73270,41,"All Occupations",978290,0.0748959919860164,"Finance and Insurance"
"130","54","Nebraska",57960,41,"All Occupations",978290,0.0592462357787568,"Professional, Scientific, and Technical Services"
"131","62","Nevada",215180,41,"All Occupations",1347130,0.159732171356885,"Health Care and Social Assistance"
"132","72","Nevada",151840,41,"All Occupations",1347130,0.112713695040568,"Accommodation and Food Services"
"133","44","Nevada",129570,41,"All Occupations",1347130,0.096182254125437,"Retail Trade"
"134","61","Nevada",103020,41,"All Occupations",1347130,0.0764736885081618,"Educational Services"
"135","54","Nevada",74000,41,"All Occupations",1347130,0.0549315953174527,"Professional, Scientific, and Technical Services"
"136","62","New Hampshire",158350,23,"All Occupations",652920,0.242525883722355,"Health Care and Social Assistance"
"137","61","New Hampshire",91280,23,"All Occupations",652920,0.139802732340869,"Educational Services"
"138","44","New Hampshire",71130,23,"All Occupations",652920,0.108941371071494,"Retail Trade"
"139","54","New Hampshire",54250,23,"All Occupations",652920,0.0830882803406237,"Professional, Scientific, and Technical Services"
"140","42","New Hampshire",32890,23,"All Occupations",652920,0.0503737058138823,"Wholesale Trade"
"141","62","New Jersey",1008870,41,"All Occupations",4050170,0.249093247937741,"Health Care and Social Assistance"
"142","61","New Jersey",610860,41,"All Occupations",4050170,0.150823298775113,"Educational Services"
"143","54","New Jersey",447050,41,"All Occupations",4050170,0.110378082895286,"Professional, Scientific, and Technical Services"
"144","44","New Jersey",358780,41,"All Occupations",4050170,0.0885839359829341,"Retail Trade"
"145","52","New Jersey",225570,41,"All Occupations",4050170,0.0556939585251977,"Finance and Insurance"
"146","62","New Mexico",173540,23,"All Occupations",811680,0.213803469347526,"Health Care and Social Assistance"
"147","61","New Mexico",86270,23,"All Occupations",811680,0.106285728365858,"Educational Services"
"148","54","New Mexico",79280,23,"All Occupations",811680,0.0976739601813523,"Professional, Scientific, and Technical Services"
"149","44","New Mexico",65510,23,"All Occupations",811680,0.0807091464616598,"Retail Trade"
"150","72","New Mexico",45270,23,"All Occupations",811680,0.0557732111176818,"Accommodation and Food Services"
"151","62","New York",2241750,41,"All Occupations",9385620,0.238849431364151,"Health Care and Social Assistance"
"152","61","New York",1414320,41,"All Occupations",9385620,0.150690098256695,"Educational Services"
"153","54","New York",1089030,41,"All Occupations",9385620,0.116031759223152,"Professional, Scientific, and Technical Services"
"154","44","New York",866630,41,"All Occupations",9385620,0.0923359351859547,"Retail Trade"
"155","52","New York",643680,41,"All Occupations",9385620,0.0685815108644927,"Finance and Insurance"
"156","62","North Carolina",1029940,41,"All Occupations",4383210,0.234973911813488,"Health Care and Social Assistance"
"157","61","North Carolina",559090,41,"All Occupations",4383210,0.127552638363209,"Educational Services"
"158","54","North Carolina",432340,41,"All Occupations",4383210,0.0986354749145033,"Professional, Scientific, and Technical Services"
"159","44","North Carolina",403570,41,"All Occupations",4383210,0.0920717921340753,"Retail Trade"
"160","52","North Carolina",284010,41,"All Occupations",4383210,0.0647949790222234,"Finance and Insurance"
"161","62","North Dakota",102550,23,"All Occupations",416550,0.246188932901212,"Health Care and Social Assistance"
"162","61","North Dakota",49200,23,"All Occupations",416550,0.118113071660065,"Educational Services"
"163","44","North Dakota",35650,23,"All Occupations",416550,0.0855839635097827,"Retail Trade"
"164","42","North Dakota",21540,23,"All Occupations",416550,0.0517104789341016,"Wholesale Trade"
"165","54","North Dakota",20370,23,"All Occupations",416550,0.0489016924738927,"Professional, Scientific, and Technical Services"
"166","62","Ohio",1434570,41,"All Occupations",5416810,0.264836684321584,"Health Care and Social Assistance"
"167","61","Ohio",765890,41,"All Occupations",5416810,0.141391335490815,"Educational Services"
"168","44","Ohio",427220,41,"All Occupations",5416810,0.0788692976124324,"Retail Trade"
"169","54","Ohio",398970,41,"All Occupations",5416810,0.0736540510004966,"Professional, Scientific, and Technical Services"
"170","52","Ohio",325160,41,"All Occupations",5416810,0.06002795002963,"Finance and Insurance"
"171","62","Oklahoma",361640,23,"All Occupations",1594370,0.226823133902419,"Health Care and Social Assistance"
"172","61","Oklahoma",204260,23,"All Occupations",1594370,0.128113298669694,"Educational Services"
"173","44","Oklahoma",135830,23,"All Occupations",1594370,0.0851935247150912,"Retail Trade"
"174","54","Oklahoma",91650,23,"All Occupations",1594370,0.0574835201364802,"Professional, Scientific, and Technical Services"
"175","72","Oklahoma",80850,23,"All Occupations",1594370,0.0507096847030489,"Accommodation and Food Services"
"176","62","Oregon",382980,41,"All Occupations",1886090,0.203054997375523,"Health Care and Social Assistance"
"177","61","Oregon",210060,41,"All Occupations",1886090,0.111373264266286,"Educational Services"
"178","44","Oregon",151500,41,"All Occupations",1886090,0.0803249049621174,"Retail Trade"
"179","54","Oregon",143420,41,"All Occupations",1886090,0.0760409100308045,"Professional, Scientific, and Technical Services"
"180","72","Oregon",110540,41,"All Occupations",1886090,0.0586080197657588,"Accommodation and Food Services"
"181","62","Pennsylvania",1684640,41,"All Occupations",5847690,0.288086406769169,"Health Care and Social Assistance"
"182","61","Pennsylvania",836700,41,"All Occupations",5847690,0.143082140127127,"Educational Services"
"183","54","Pennsylvania",571660,41,"All Occupations",5847690,0.0977582600992871,"Professional, Scientific, and Technical Services"
"184","44","Pennsylvania",446250,41,"All Occupations",5847690,0.0763121848114384,"Retail Trade"
"185","52","Pennsylvania",359040,41,"All Occupations",5847690,0.0613986035511458,"Finance and Insurance"
"186","62","Rhode Island",124630,19,"All Occupations",482030,0.258552372258988,"Health Care and Social Assistance"
"187","61","Rhode Island",69480,19,"All Occupations",482030,0.144140406198784,"Educational Services"
"188","54","Rhode Island",35120,19,"All Occupations",482030,0.0728585357757816,"Professional, Scientific, and Technical Services"
"189","44","Rhode Island",34480,19,"All Occupations",482030,0.0715308175839678,"Retail Trade"
"190","52","Rhode Island",31780,19,"All Occupations",482030,0.0659295064622534,"Finance and Insurance"
"191","62","South Carolina",450850,41,"All Occupations",2062280,0.218617258568187,"Health Care and Social Assistance"
"192","61","South Carolina",252520,41,"All Occupations",2062280,0.122447000407316,"Educational Services"
"193","44","South Carolina",195560,41,"All Occupations",2062280,0.0948270845859922,"Retail Trade"
"194","54","South Carolina",159150,41,"All Occupations",2062280,0.0771718680295595,"Professional, Scientific, and Technical Services"
"195","72","South Carolina",128670,41,"All Occupations",2062280,0.062392109703823,"Accommodation and Food Services"
"196","62","South Dakota",113160,41,"All Occupations",422310,0.267954819919017,"Health Care and Social Assistance"
"197","61","South Dakota",55560,41,"All Occupations",422310,0.131562122611352,"Educational Services"
"198","44","South Dakota",40970,41,"All Occupations",422310,0.0970140418176221,"Retail Trade"
"199","52","South Dakota",28800,41,"All Occupations",422310,0.0681963486538325,"Finance and Insurance"
"200","42","South Dakota",22560,41,"All Occupations",422310,0.0534204731121688,"Wholesale Trade"
"201","62","Tennessee",749830,41,"All Occupations",2956920,0.253584811222488,"Health Care and Social Assistance"
"202","61","Tennessee",332800,41,"All Occupations",2956920,0.112549544796613,"Educational Services"
"203","44","Tennessee",242110,41,"All Occupations",2956920,0.0818791174600598,"Retail Trade"
"204","54","Tennessee",179250,41,"All Occupations",2956920,0.0606205105312284,"Professional, Scientific, and Technical Services"
"205","72","Tennessee",149590,41,"All Occupations",2956920,0.0505898029030207,"Accommodation and Food Services"
"206","62","Texas",2463310,41,"All Occupations",12113810,0.203347254084388,"Health Care and Social Assistance"
"207","61","Texas",1642900,41,"All Occupations",12113810,0.135622071008213,"Educational Services"
"208","54","Texas",1119830,41,"All Occupations",12113810,0.0924424272792788,"Professional, Scientific, and Technical Services"
"209","44","Texas",1054070,41,"All Occupations",12113810,0.0870139122208455,"Retail Trade"
"210","52","Texas",711020,41,"All Occupations",12113810,0.0586949935651954,"Finance and Insurance"
"211","62","Utah",270090,23,"All Occupations",1455910,0.185512840766256,"Health Care and Social Assistance"
"212","61","Utah",189650,23,"All Occupations",1455910,0.130262172799143,"Educational Services"
"213","54","Utah",145240,23,"All Occupations",1455910,0.0997589136691142,"Professional, Scientific, and Technical Services"
"214","44","Utah",143120,23,"All Occupations",1455910,0.0983027797047894,"Retail Trade"
"215","52","Utah",95650,23,"All Occupations",1455910,0.0656977423054997,"Finance and Insurance"
"216","62","Vermont",77270,23,"All Occupations",305210,0.253169948560008,"Health Care and Social Assistance"
"217","61","Vermont",47570,23,"All Occupations",305210,0.155859899741162,"Educational Services"
"218","44","Vermont",23030,23,"All Occupations",305210,0.0754562432423577,"Retail Trade"
"219","54","Vermont",19750,23,"All Occupations",305210,0.0647095442482225,"Professional, Scientific, and Technical Services"
"220","72","Vermont",17390,23,"All Occupations",305210,0.0569771632646375,"Accommodation and Food Services"
"221","44","Virgin Islands",3700,27,"All Occupations",32290,0.114586559306287,"Retail Trade"
"222","72","Virgin Islands",2200,27,"All Occupations",32290,0.0681325487767111,"Accommodation and Food Services"
"223","61","Virgin Islands",1740,27,"All Occupations",32290,0.0538866522143078,"Educational Services"
"224","62","Virgin Islands",1410,27,"All Occupations",32290,0.0436667698978012,"Health Care and Social Assistance"
"225","23","Virgin Islands",750,27,"All Occupations",32290,0.0232270052647879,"Construction"
"226","62","Virginia",781930,41,"All Occupations",3832840,0.204007994072281,"Health Care and Social Assistance"
"227","54","Virginia",674860,41,"All Occupations",3832840,0.176073094624352,"Professional, Scientific, and Technical Services"
"228","61","Virginia",547800,41,"All Occupations",3832840,0.142922741361497,"Educational Services"
"229","44","Virginia",295430,41,"All Occupations",3832840,0.0770786153348431,"Retail Trade"
"230","52","Virginia",207500,41,"All Occupations",3832840,0.0541374020308701,"Finance and Insurance"
"231","62","Washington",738840,41,"All Occupations",3259150,0.226697144961109,"Health Care and Social Assistance"
"232","61","Washington",377260,41,"All Occupations",3259150,0.115754107666109,"Educational Services"
"233","54","Washington",332050,41,"All Occupations",3259150,0.10188239264839,"Professional, Scientific, and Technical Services"
"234","44","Washington",271250,41,"All Occupations",3259150,0.0832272218216406,"Retail Trade"
"235","52","Washington",146760,41,"All Occupations",3259150,0.0450301458969363,"Finance and Insurance"
"236","62","West Virginia",201940,29,"All Occupations",696620,0.289885446872039,"Health Care and Social Assistance"
"237","61","West Virginia",93790,29,"All Occupations",696620,0.134635812925268,"Educational Services"
"238","44","West Virginia",61730,29,"All Occupations",696620,0.0886135913410468,"Retail Trade"
"239","72","West Virginia",36200,29,"All Occupations",696620,0.0519652034107548,"Accommodation and Food Services"
"240","54","West Virginia",32130,29,"All Occupations",696620,0.0461227067841865,"Professional, Scientific, and Technical Services"
"241","62","Wisconsin",625460,41,"All Occupations",2848560,0.219570590052518,"Health Care and Social Assistance"
"242","61","Wisconsin",340730,41,"All Occupations",2848560,0.119614822928076,"Educational Services"
"243","44","Wisconsin",214220,41,"All Occupations",2848560,0.0752029095402589,"Retail Trade"
"244","54","Wisconsin",179220,41,"All Occupations",2848560,0.0629159996629876,"Professional, Scientific, and Technical Services"
"245","52","Wisconsin",172310,41,"All Occupations",2848560,0.0604902125986463,"Finance and Insurance"
"246","62","Wyoming",50960,23,"All Occupations",269320,0.189217287984554,"Health Care and Social Assistance"
"247","61","Wyoming",27250,23,"All Occupations",269320,0.101180751522353,"Educational Services"
"248","44","Wyoming",20730,23,"All Occupations",269320,0.0769716322590227,"Retail Trade"
"249","72","Wyoming",15700,23,"All Occupations",269320,0.058294965097282,"Accommodation and Food Services"
"250","54","Wyoming",13210,23,"All Occupations",269320,0.0490494578939551,"Professional, Scientific, and Technical Services"
